,file_path,sentence,section,labels, entities,position_start,position_end,abbreviations,abbreviations_longform,abbreviation_start,abbreviation_end
288,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\5_p.xml,"Another significant finding of this study is that the USA and China, in addition to having the largest share in scientific research on ML in the context of diabetes, also had the highest level of cooperation.",DIS,ML,ORG,135,137,,,,
293,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\5_p.xml,The results show that approximately one‐third of the worlds countries collaborate to produce research on ML in the context of diabetes.,DIS,ML,ORG,106,108,,,,
294,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\5_p.xml,"With more complex and challenging issues humans face in diabetes, international collaboration has become integral to ML  26 .",DIS,ML,ORG,117,119,,,,
296,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\5_p.xml,Evidence has shown that international collaboration is at the core of the ML Community to serve humans in more complex conditions.,DIS,the ML Community,ORG,70,86,,,,
297,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\5_p.xml,"For instance, with the global emergence of the COVID‐19 pandemic, artificial intelligence scientists have worked with field experts, including epidemiologists, virologists, and clinicians  27 .",DIS,COVID‐19,ORG,47,55,,,,
299,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\5_p.xml,"In line with this, Fu et al.",DIS,Fu et al,PERSON,19,27,,,,
304,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\6_p.xml,"The results show that Tien Yin Wong, Sobha Sivaprasad, and Ramachandran Rajalakshmi had the highest scientific cooperation with each other and with other researchers.",DIS,"Tien Yin Wong, Sobha Sivaprasad, Ramachandran Rajalakshmi","PERSON, PERSON, PERSON","22, 37, 59","35, 53, 83",,,,
305,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\6_p.xml,"These three researchers are leaders in this field, and following their works can determine the direction of future research in ML and diabetes, which will be useful as a guide, especially for early career researchers.",DIS,ML,ORG,127,129,,,,
309,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\7_p.xml,"Correlation between words in another category (diabetic retinopathy, deep learning, artificial intelligence, convolutional neural network (CNN), automated detection, validation, optical coherence tomography (OCT)) also shows that if there is a data set that includes OCT images of patients with diabetic retinopathy, DL models can be created using CNN to help physicians and diabetes specialists make decisions in screening or diagnosing this disease, and the previous study confirm the findings of this paper  29 .",DIS,"CNN, OCT, DL, CNN","ORG, ORG, ORG, ORG","139, 267, 317, 348","142, 270, 319, 351",,,,
313,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\8_p.xml,"To our knowledge, this study is among the first to conduct a bibliometric analysis on ML applications in diabetes care, Nevertheless, the current study has some limitations.",DIS,ML,ORG,86,88,,,,
315,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\8_p.xml,"However, future researchers could consider alternative sources of data collection, such as Scopus or Google Scholar.",DIS,Scopus,ORG,91,97,,,,
316,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\8_p.xml,The results of this paper can help early career who intend to enter the field of ML and diabetes create a practical and comprehensive ML model.,DIS,"ML, ML","ORG, ORG","81, 134","83, 136",,,,
317,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\8_p.xml,Exclusion of other major databases such as Scopus or Google Scholar could influence the findings.,DIS,Scopus,ORG,43,49,,,,
320,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\3_discussion\8_p.xml,"Also, the most cited papers in this field show that the most important feature of these papers is the high generalizability of their ML models and the evaluation of their models by subject experts in the field of diabetes.",DIS,ML,ORG,133,135,,,,
324,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\2_results\2_trends_of_publication\3_fig.xml,Figure 1 Trend of published articles on ML in the context of diabetes (2010–2023).,FIG,ML,ORG,40,42,,,,
325,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\2_results\4_country_collaboration_network\3_fig.xml,Figure 2 Illustration of international research collaboration with at least 10 articles on ML in the context of diabetes (2010–2023).,FIG,ML,ORG,91,93,,,,
328,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\2_results\6_author_collaboration_network\3_fig.xml,Figure 3 Illustration of research networks of authors with at least 10 articles on ML in the context of diabetes (2010–2023).,FIG,ML,ORG,83,85,,,,
331,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\2_results\8_research_areas\3_fig.xml,Figure 4 Network visualization map of most frequent terms in author keywords with at least 10 documents of a keyword in the retrieved literature on ML in the context of diabetes (2010–2023).,FIG,ML,ORG,148,150,,,,
338,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12280214\sections\2_body\0_introduction\1_p.xml,"While such simplifying genetic assumptions have proved fruitful across a range of diseases and disorders 4 , 5 , they are at odds with biological evidence in AD that disease heterogeneity and responses from cells such as microglia are dependent on  APOE  status 6 – 9 .",INT,APOE,ORG,249,253,,,,
339,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12280214\sections\2_body\0_introduction\1_p.xml,"Further, there is genetic evidence suggesting that different variants are associated with the disease depending on  APOE  status 10 – 13  and age at diagnosis or assessment 14 – 16 .",INT,APOE,ORG,116,120,,,,
340,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12280214\sections\2_body\0_introduction\1_p.xml,"As GWAS sample size increases and PRS approach limits on predictive performance, alternative modelling approaches are essential to maximise discoveries from existing data and enable a deeper understanding of AD genetics.",INT,PRS,ORG,34,37,,,,
341,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12280214\sections\2_body\0_introduction\2_p.xml,"The confluence of increasingly large genetic data 17 , readily available computational resources, and mature methodologies presents a key opportunity for addressing this at scale by applying flexible data-driven machine learning (ML) models.",INT,ML,ORG,230,232,,,,
342,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12280214\sections\2_body\0_introduction\2_p.xml,"Several studies have applied ML to the genetics of brain disorders and have been recently summarised 18 , 19 .",INT,ML,ORG,29,31,,,,
343,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12280214\sections\2_body\0_introduction\2_p.xml,"Previous ML attempts have been impacted by high risk of bias 20  and population stratification 21 , while AD studies in particular have been hampered by low sample size 18 , leaving a gap for comprehensive, large-scale studies that rigorously apply ML to genome-wide data.",INT,ML,ORG,249,251,,,,
344,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12280214\sections\2_body\0_introduction\2_p.xml,"We conducted the largest genome-wide ML study in AD to date, marking a pivotal moment in the field.",INT,ML,ORG,37,39,,,,
345,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12280214\sections\2_body\0_introduction\2_p.xml,"Our study presents a reproducible, bias-aware approach for ML model development, validation, and confounder adjustment.",INT,ML,ORG,59,61,,,,
352,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\0_introduction\1_p.xml,"Consequently, the WHO’s classification of NETs in the digestive tract is based on the proliferation rate.",INT,WHO,ORG,18,21,,,,
353,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\0_introduction\2_p.xml,NETs are divided into three grades: G1 or low grade (mitoses < 2 in 2 mm 2 or Ki67 score < 3% 0–2.99%); G2 or intermediate grade (mitoses of 2 to 20 in 2 mm 2 or Ki67 score 3–20%); and G3 or high grade (mitoses of > 20 in 2 mm 2 or Ki67 score > 20%).,INT,"G2, G3","ORG, PERSON","106, 187","108, 189",,,,
365,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\0_introduction\4_p.xml,Digital image analysis can be a reproducible 16  and faster alternative to manual scoring of Ki67.,INT,Digital,ORG,0,7,,,,
373,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12307702\sections\2_body\0_introduction\6_p.xml,The contribution of the current study is to address this specific gap by evaluating two image analysis tools: a commercially available non-machine learning (non-ML)-based image analysis software and a ML-based image analysis platform for calculating the Ki67 score in NETs.,INT,ML,ORG,201,203,,,,
378,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\0_introduction\2_p.xml,"Machine learning (ML) is a subset of artificial intelligence (AI), and deep learning (DL) is a subfield of ML algorithms and techniques, which immediately entered the field of clinical research  1 .",INT,"ML, ML","ORG, ORG","18, 107","20, 109",,,,
379,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\0_introduction\2_p.xml,"With ML, computers can be trained to learn from data rather than being explicitly programmed, allowing them to improve their performance over time through experience.",INT,ML,ORG,5,7,,,,
380,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\0_introduction\2_p.xml,"ML is a computational procedure through which a system is capable of identifying and understanding the input data and, consequently, using the obtained information in decision‐making and prediction of different events  2 .",INT,ML,ORG,0,2,,,,
382,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\0_introduction\2_p.xml,A major application of ML concerning health is the diagnosis or prognosis of different diseases.,INT,ML,ORG,23,25,,,,
386,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\0_introduction\3_p.xml,"ML literature can be utilized to investigate large repositories of health‐related data for this disease  6 , which can contribute to the recognition of unknown factors with clinical phenotypes of diabetes, causative pathways, patterns, and their interactions  7 .",INT,ML,ORG,0,2,,,,
387,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\0_introduction\3_p.xml,"Many primary and secondary studies on the application of ML show that it is mainly used for the risk factors classification of glycemic control, the prediction and diagnosis of genetic and environmental factors, health care, and diabetes disease management  8 ,  9 ,  10 ,  11 ,  12 ,  13 .",INT,ML,ORG,57,59,,,,
390,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\0_introduction\4_p.xml,"According to the existing knowledge, no bibliometric research has been published in the scientific literature to date in the field of ML in diabetes.",INT,ML,ORG,134,136,,,,
391,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\0_introduction\4_p.xml,"Given the high prevalence of this disease and the increasing trend of utilizing these models, numerous studies are inclined to employ AI models.",INT,AI,ORG,134,136,,,,
392,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\0_introduction\4_p.xml,"Therefore, Analysis and mapping of ML in the context of diabetes using bibliometric indicators can give us a deep understanding of the present literature in this field and reveal future directions.",INT,ML,ORG,35,37,,,,
393,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12344509\sections\2_body\0_introduction\4_p.xml,"Thus, this study aims to analysis and mapping of ML in the context of diabetes.",INT,ML,ORG,49,51,,,,
396,C:\Users\arsal\Desktop\Document-Query-System\machine_learning\PMC12389585\sections\2_body\0_1._introduction\1_p.xml,"Polymeric materials are ubiquitous in modern technology, from structural composites and membranes to responsive elastomers, yet their design remains challenging due to complex, multi-scale behaviors.",INT,Polymeric,PERSON,0,9,,,,
